pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,sy_dist,sy_vmag,sy_gaiamag
TOI-1438 b,TOI-1438,Transit,2025,5.13967,0.0553,3.04,9.4,0.0,145.0,971.0,5230.0,0.82,0.876,0.03,110.513,10.957,10.8549
TOI-1438 c,TOI-1438,Transit,2025,9.428089,0.083,2.75,10.6,0.0,65.0,794.0,5230.0,0.82,0.876,0.03,110.513,10.957,10.8549
TOI-1439 b,TOI-1439,Transit,2024,27.644,0.192,4.2427861,38.5,0.157,80.45,748.4,5841.0,1.6184,1.2313,0.226,230.306,10.55,10.4168
TOI-1442 b,TOI-1442,Transit,2022,0.4090677,0.0071,1.17,87.351625,0.0331,80.45,1072.0,3330.0,0.31,0.29,0.0195,41.1659,15.39,13.7652
TOI-1443 b,TOI-1443,Transit,2024,23.540678,0.147,2.30381001,30.0,0.0,80.45,520.66,5224.0,0.7511,0.7663,-0.294,85.8034,10.675,10.4596
TOI-1444 b,TOI-1444,Transit,2021,0.4702743,0.0116,1.41792246,3.58,0.0,80.45,2130.02,5460.0,0.9105,0.9513,0.146,125.463,10.936,10.6417
TOI-1448 b,TOI-1448,Transit,2024,8.112245,0.0567,2.749,19.5,0.36,5.45,426.0,3412.0,0.38,0.372,0.37,73.3345,15.678,14.4005
TOI-1450 A b,TOI-1450 A,Transit,2024,2.0439274,0.0688,1.13,1.258,0.0331,80.45,722.0,3437.0,0.483,0.48,-0.12,22.4467,12.28,11.2394
TOI-1451 b,TOI-1451,Transit,2024,16.537944,0.127,2.61143902,15.2,0.0,80.45,723.33,5801.0,1.0162,1.0022,0.019,91.9362,9.584,9.42861
TOI-1452 b,TOI-1452,Transit,2022,11.06201,0.061,1.672,4.82,0.0,1.8,326.0,3185.0,0.275,0.249,-0.07,30.5212,14.354,13.6233
TOI-1453 b,TOI-1453,Transit,2025,4.3135225,0.0688,1.173,2.32,0.0,132.6,944.2,4975.0,0.72,0.715,-0.31,78.7415,11.113,10.7265
TOI-1453 c,TOI-1453,Transit,2025,6.5886982,0.0688,2.224,2.95,0.0,75.3,819.8,4975.0,0.72,0.715,-0.31,78.7415,11.113,10.7265
TOI-1467 b,TOI-1467,Transit,2024,5.97114713,0.050748,1.92,87.351625,0.0331,18.13,939.0,3834.0,0.491,0.489,0.0195,37.4418,12.293,11.5622
TOI-1468 b,TOI-1468,Transit,2022,1.8805201,0.02107,1.401,3.04,0.0099,36.4,683.5,3376.0,0.3714,0.3527,-0.01,24.7399,12.5,12.1172
TOI-1468 c,TOI-1468,Transit,2022,15.532477,0.08608,2.126,4.1,0.111,2.13,338.1,3376.0,0.3714,0.3527,-0.01,24.7399,12.5,12.1172
TOI-1470 b,TOI-1470,Transit,2023,2.527093,0.0285,2.18,7.32,0.3,46.3,734.0,3709.0,0.469,0.471,0.0,51.9503,13.459,12.5555
TOI-1470 c,TOI-1470,Transit,2023,18.08816,0.106,2.47,7.24,0.5,3.35,373.0,3709.0,0.469,0.471,0.0,51.9503,13.459,12.5555
TOI-1472 b,TOI-1472,Transit,2024,6.36338574,0.064,4.058,18.05,0.041,80.45,891.0,5100.0,0.84,0.87,0.27,121.84,11.302,11.1107
TOI-1478 b,TOI-1478,Transit,2021,10.1802117,0.0818,11.99360935,279.68899816,0.055,80.45,939.0,5596.0,0.9335,0.95,0.0195,152.892,10.723,10.6624
TOI-150.01,TOI-150,Transit,2019,5.857487,0.07037,14.067295,797.7533,0.262,80.45,1404.5,6255.0,1.526,1.351,0.28,336.267,11.39,11.3408
TOI-1516 b,TOI-1516,Transit,2022,2.056014,0.0688,15.24421375,1004.33776612,0.0331,80.45,939.0,6520.0,1.14,1.14,-0.05,247.054,10.858,10.7156
TOI-1518 b,TOI-1518,Transit,2021,1.902603,0.0389,21.01683881,731.0053361,0.01,80.45,2492.0,7300.0,1.95,1.79,-0.1,225.888,8.952,8.89529
TOI-157 b,TOI-157,Transit,2020,2.0845435,0.03138,14.414774,375.0394,0.0,1062.0,1588.0,5404.0,1.167,0.948,0.24,355.683,12.725,12.5143
TOI-1601 b,TOI-1601,Transit,2021,5.33175,0.069,14.19902343,387.0,0.0,80.45,1493.97,5982.0,2.195,1.5055,0.343,336.608,10.66,10.5276
TOI-163 b,TOI-163,Transit,2019,4.231306,0.058,16.690201,387.7526,0.0,80.45,1669.0,6495.0,1.648,1.4352,0.22,411.719,11.467,11.2193
TOI-1630.01,TOI-1630,Transit,2024,12.055734733,0.101151,2.417,87.351625,0.0331,55.58,939.0,5504.0,0.83,0.95,0.0195,66.0929,9.624,9.48188
TOI-1634 b,TOI-1634,Transit,2021,0.9893455,0.0688,1.773,7.57,0.0,80.45,939.0,3472.0,0.45,0.451,0.19,35.2736,13.217,12.1965
TOI-1648 b,TOI-1648,Transit,2025,7.331602,0.0694,2.54,7.4,0.178,80.45,799.0,4850.0,0.81,0.83,0.2,69.835,10.43,10.1848
TOI-1659.01,TOI-1659,Transit,2024,5.877556328,0.065757,2.255,87.351625,0.0331,268.44,939.0,5977.0,1.006,1.1,0.0195,122.494,10.078,9.97588
TOI-1669 c,TOI-1669,Transit,2024,2.6800535,0.0376,2.2963977,13.0,0.0,80.45,1285.16,5497.0,1.0561,0.9867,0.274,111.276,10.218,10.0089
TOI-1670 b,TOI-1670,Transit,2022,10.98462,0.103,2.06,41.31769291,0.59,80.45,1062.0,6170.0,1.316,1.21,0.09,168.067,9.889,9.81934
TOI-1670 c,TOI-1670,Transit,2022,40.74976,0.249,11.06326395,200.23189641,0.09,80.45,684.0,6170.0,1.316,1.21,0.09,168.067,9.889,9.81934
TOI-1680 b,TOI-1680,Transit,2023,4.8026345,0.03144,1.466,87.351625,0.0331,4.41,404.0,3225.0,0.2106,0.1798,0.04,37.2209,15.87,14.6457
TOI-1683.01,TOI-1683,Transit,2024,3.0575356,0.036507593,2.6382,87.351625,0.0331,163.056,929.25,4402.0,0.7,0.694661,0.0195,51.1884,10.97,10.5084
TOI-1685 b,TOI-1685,Transit,2021,0.66913923,0.01164,1.421,3.07,0.0331,213.0,1000.0,3470.0,0.462,0.466,0.01,37.6153,13.378,12.2956
TOI-169 b,TOI-169,Transit,2020,2.2554477,0.03524,12.172974,251.40353,0.0,1443.0,1715.0,5880.0,1.288,1.147,0.24,407.84,12.355,12.2379
TOI-1691 b,TOI-1691,Transit,2024,16.736888935,0.129365,3.66,87.351625,0.0331,59.13,939.0,5759.0,1.0,1.03,0.0195,111.445,10.134,9.97302
TOI-1693 b,TOI-1693,Transit,2022,1.7666957,0.0226,1.41,87.351625,0.0331,80.45,764.0,3499.0,0.46,0.49,0.0195,30.7947,12.962,11.8373
TOI-1694 b,TOI-1694,Transit,2023,3.770107,0.045,5.3422266,31.3,0.0,80.45,943.19,5058.0,0.8036,0.853,0.131,124.68,11.446,11.3103
TOI-1695 b,TOI-1695,Transit,2022,3.1342791,0.033548,1.9,6.36,0.097,39.0,698.0,3690.0,0.515,0.513,0.0,45.1309,12.989,12.1364
TOI-1696 b,TOI-1696,Transit,2022,2.500311,0.0229,3.09,48.8,0.0331,80.45,489.0,3185.0,0.2775,0.255,0.336,64.9172,16.82,15.3314
TOI-1710 b,TOI-1710,Transit,2022,24.283377,0.166,5.20315158,22.4,0.0,80.45,602.99,5684.0,0.9574,1.0258,0.147,81.2271,9.545,9.35983
TOI-1716.01,TOI-1716,Transit,2024,8.082376554,0.080496,3.143,87.351625,0.0331,254.83,939.0,5879.0,1.24,1.07,0.0195,104.158,9.406,9.24094
TOI-172 b,TOI-172,Transit,2019,9.47725,0.0914,10.816685,1722.6386,0.3806,299.0,1198.0,5645.0,1.777,1.128,0.148,342.831,11.299,11.1927
TOI-1723 b,TOI-1723,Transit,2024,13.727012643,0.113496,3.435,87.351625,0.0331,92.36,939.0,5777.0,1.09,1.04,0.0195,100.727,9.664,9.53596
TOI-1728 b,TOI-1728,Transit,2020,3.49151,0.0391,5.05,26.78,0.057,57.78,767.0,3980.0,0.6243,0.646,0.25,60.798,12.39,11.7294
TOI-1736 b,TOI-1736,Transit,2023,7.073076,0.073,3.18175535,12.3,0.0,80.45,1099.79,5636.0,1.4286,1.0373,0.148,88.9482,8.953,8.77969
TOI-1739 b,TOI-1739,Transit,2024,8.303341406,0.073872,1.946,87.351625,0.0331,53.91,939.0,4814.0,0.781,0.78,0.0195,70.9819,10.692,10.4185
TOI-1742 b,TOI-1742,Transit,2024,21.269084,0.154,2.36507598,9.7,0.3,80.45,694.09,5815.0,1.131,1.0861,0.193,72.8871,8.863,8.72791
TOI-1743 b,TOI-1743,Transit,2025,4.266046,0.03589,1.83,87.351625,0.0331,80.45,485.0,3277.0,0.338,0.339,0.22,41.2758,14.972,13.7291
TOI-1744.01,TOI-1744,Transit,2024,22.341702927,0.164086,2.68,87.351625,0.0331,63.31,939.0,6179.0,1.14,1.18,0.0195,114.39,9.543,9.3918
TOI-1749 b,TOI-1749,Transit,2021,2.38839,0.0291,1.39,57.0,0.14,80.45,831.0,3985.0,0.55,0.58,-0.26,99.5561,13.86,13.1798
TOI-1749 c,TOI-1749,Transit,2021,4.4929,0.0443,2.12,14.0,0.019,80.45,673.0,3985.0,0.55,0.58,-0.26,99.5561,13.86,13.1798
TOI-1749 d,TOI-1749,Transit,2021,9.0497,0.0707,2.52,15.0,0.062,80.45,533.0,3985.0,0.55,0.58,-0.26,99.5561,13.86,13.1798
TOI-1751 b,TOI-1751,Transit,2024,37.46852,0.215,2.9507845,19.5,0.327,80.45,651.64,5970.0,1.3137,0.9382,-0.373,113.335,9.327,9.18941
TOI-1753 b,TOI-1753,Transit,2024,5.3846104,0.059,2.47852533,16.6,0.0,80.45,1005.43,5621.0,0.9715,0.9483,0.026,226.671,11.831,11.664
TOI-1758 b,TOI-1758,Transit,2024,20.705074685,0.141409,3.62,87.351625,0.0331,21.05,939.0,5169.0,0.81,0.88,0.0195,96.6215,10.794,10.6252
TOI-1759 b,TOI-1759,Transit,2022,18.85019,0.1177,3.14,10.8,0.0,6.39,443.0,4065.0,0.597,0.606,0.05,40.0654,11.93,10.8385
TOI-1768.01,TOI-1768,Transit,2024,7.337703649,0.076381,3.453,87.351625,0.0331,240.87,939.0,5994.0,1.1,1.1,0.0195,157.597,10.419,10.3113
TOI-1772.01,TOI-1772,Transit,2024,8.054246874,0.078375,2.905,87.351625,0.0331,140.93,939.0,5583.0,0.995,0.99,0.0195,97.7562,9.955,9.80056
TOI-1774.01,TOI-1774,Transit,2021,16.71004217491,0.0688,2.73966157,87.351625,0.0331,73.7609,747.44,5853.7,1.09271,0.95,0.0195,53.974,8.25,8.08235
TOI-1775 b,TOI-1775,Transit,2024,10.2405549,0.08,8.04728896,96.0,0.0,80.45,707.89,5284.0,0.8288,0.9218,0.162,149.234,11.648,11.4501
TOI-1776 b,TOI-1776,Transit,2024,2.799868,0.0378,1.21612741,1.4,0.0,80.45,1269.21,5785.0,0.9356,0.9196,-0.193,44.647,8.26,8.09023
TOI-1777.01,TOI-1777,Transit,2024,14.650111974,0.119466,2.246,87.351625,0.0331,71.34,939.0,5859.0,0.98,1.06,0.0195,79.7665,9.31,9.15437
TOI-178 b,TOI-178,Transit,2021,1.9145601,0.0688,1.2,0.96,0.0331,80.45,939.0,4316.0,0.662,0.647,-0.23,62.699,11.955,11.1523
TOI-178 c,TOI-178,Transit,2021,3.238486,0.0688,1.754,4.64,0.00032,80.45,939.0,4316.0,0.662,0.647,-0.23,62.699,11.955,11.1523
TOI-178 d,TOI-178,Transit,2021,6.557569,0.0688,2.695,5.2,0.0068,80.45,939.0,4316.0,0.662,0.647,-0.23,62.699,11.955,11.1523
TOI-178 e,TOI-178,Transit,2021,9.96318,0.0688,2.301,3.48,0.00038,80.45,939.0,4316.0,0.662,0.647,-0.23,62.699,11.955,11.1523
TOI-178 f,TOI-178,Transit,2021,15.23335,0.0688,2.417,5.63,0.00045,80.45,939.0,4316.0,0.662,0.647,-0.23,62.699,11.955,11.1523
TOI-178 g,TOI-178,Transit,2021,20.71663,0.0688,2.939,4.4,0.00043,80.45,939.0,4316.0,0.662,0.647,-0.23,62.699,11.955,11.1523
TOI-1782.01,TOI-1782,Transit,2024,4.987641028,0.05024,2.368,87.351625,0.0331,56.25,939.0,4336.0,0.669,0.68,0.0195,95.2649,12.329,12.0399
TOI-1782.02,TOI-1782,Transit,2024,1.829024227,0.025739,1.839,87.351625,0.0331,214.17,939.0,4336.0,0.669,0.68,0.0195,95.2649,12.329,12.0399
TOI-1789 b,TOI-1789,Transit,2021,3.208664,0.04882,16.14093221,222.4798849,0.0331,2300.0,1927.0,5991.0,2.168,1.507,0.373,229.067,9.721,9.58439
TOI-1794 b,TOI-1794,Transit,2024,8.765528,0.082,3.29701268,8.7,0.0,80.45,992.91,5631.0,1.3162,0.9698,0.035,155.791,10.32,10.1444
TOI-1798.01,TOI-1798,Transit,2024,8.021522331,0.074984,2.448,87.351625,0.0331,69.26,939.0,5165.0,0.78,0.87,0.0195,113.181,11.361,11.067
TOI-1798.02,TOI-1798,Transit,2024,0.437811822,0.010789,1.464,87.351625,0.0331,3345.44,939.0,5165.0,0.78,0.87,0.0195,113.181,11.361,11.067
TOI-1799 b,TOI-1799,Transit,2024,7.094570865,0.072502,1.642,87.351625,0.0331,164.26,939.0,5690.0,0.957,1.01,0.0195,62.1274,8.98,8.81013
TOI-1801 b,TOI-1801,Transit,2023,10.64387,0.0688,2.079,5.738,0.0,80.45,493.7,3863.0,0.547,0.556,-0.19,30.6796,11.58,10.8269
TOI-1803 b,TOI-1803,Transit,2025,6.293287,0.06,2.99,10.32,0.0,58.0,747.0,4687.0,0.715,0.756,0.014,119.24,11.871,11.7705
TOI-1803 c,TOI-1803,Transit,2025,12.885779,0.097,4.29,8.0,0.0,22.0,588.0,4687.0,0.715,0.756,0.014,119.24,11.871,11.7705
TOI-1806.01,TOI-1806,Transit,2024,15.1454693,0.087735044,3.4095367,87.351625,0.0331,2.1473,337.47,3272.0,0.401575,0.392935,0.0195,55.5211,15.193,13.927
TOI-1807 b,TOI-1807,Transit,2021,0.54937097,0.0122,1.49681583,2.44,0.0,80.45,1694.1,4914.0,0.746,0.8048,0.044,42.5775,10.0,9.67517
TOI-181 b,TOI-181,Transit,2023,4.532,0.0539,6.9559,46.1687,0.1543,102.43,895.1,4994.0,0.745,0.822,0.272,96.2338,11.191,11.0857
TOI-1811 b,TOI-1811,Transit,2023,3.7130765,0.04389,11.14172682,308.9292116,0.052,80.45,962.2,4766.0,0.769,0.817,0.306,128.23,11.966,11.7574
TOI-1820 b,TOI-1820,Transit,2022,4.860674,0.061,12.778238,731.0053361,0.043,80.45,1375.0,5734.0,1.51,1.04,0.14,248.504,10.899,10.9653
TOI-1823 b,TOI-1823,Transit,2024,38.8,0.212,7.5406241,67.4,0.0,80.45,423.63,4927.0,0.8049,0.8414,0.243,71.6456,10.728,10.3908
TOI-1824 b,TOI-1824,Transit,2024,22.808533,0.151,2.7438269,16.0,0.0,80.45,528.67,5165.0,0.8123,0.8801,0.124,59.4314,9.721,9.5075
TOI-1836 b,TOI-1836,Transit,2024,20.380799,0.1597,8.00321222,38.45723725,0.0,80.45,966.0,6380.0,1.577,1.307,-0.101,191.649,9.765,9.64482
TOI-1836 c,TOI-1836,Transit,2024,1.7727471,0.03089,2.59987579,8.0,0.0,80.45,2007.6,6237.0,1.6454,1.2518,-0.136,191.649,9.765,9.64482
TOI-1842 b,TOI-1842,Transit,2021,9.5739181,0.1,12.3485023,89.4,0.276,80.45,1199.55,6039.0,2.032,1.4643,0.332,223.465,9.815,9.65981
TOI-1846 b,TOI-1846,Transit,2025,3.9306737,0.03646,1.792,87.351625,0.0331,17.35,568.1,3568.0,0.397,0.418,0.169,47.2496,13.971,12.9919
TOI-1853 b,TOI-1853,Transit,2023,1.2436258,0.0213,3.46,73.2,0.03,80.45,1479.0,4985.0,0.808,0.837,0.11,165.105,12.178,11.9474
TOI-1855 b,TOI-1855,Transit,2024,1.36414864,0.02398,18.49481816,360.09958513,0.033,80.45,1701.0,5359.0,1.041,0.987,0.399,176.833,11.197,11.1611
TOI-1859 b,TOI-1859,Transit,2023,63.48347,0.337,9.75181321,87.351625,0.57,80.45,939.0,6341.0,1.36,1.287,0.12,224.385,10.33,10.2843
TOI-1860 b,TOI-1860,Transit,2022,1.0662107,0.0204,1.31,87.351625,0.0331,80.45,1885.0,5752.0,0.94,0.99,0.04,45.864,8.4,8.23223
TOI-1883 b,TOI-1883,Transit,2024,4.50638,0.0468,5.65,87.351625,0.0331,80.45,524.92,3477.0,0.494,0.492,0.0195,115.369,15.792,14.5242
TOI-1898 b,TOI-1898,Transit,2024,45.52234,0.269,9.39553231,129.0,0.485,80.45,674.54,6241.0,1.6131,1.2484,-0.095,79.6682,7.87,7.748
TOI-1899 b,TOI-1899,Transit,2020,29.090312,0.1525,11.09689089,212.94503269,0.044,3.4,378.0,3926.0,0.607,0.632,0.28,128.438,14.88,13.5553
TOI-1937 A b,TOI-1937 A,Transit,2023,0.94667944,0.01932,13.97759893,638.83509807,0.0,3230.0,2097.0,5814.0,1.08,1.072,0.196,415.135,13.18,13.0168
TOI-198 b,TOI-198,Transit,2023,10.2152,0.1,1.44,87.351625,0.0331,80.45,368.0,3650.0,0.441,0.467,-0.7,23.7262,11.688,10.9187
TOI-199 b,TOI-199,Transit,2023,104.854,0.4254,9.07927437,54.03082919,0.09,80.45,939.0,5255.0,0.82,0.936,0.22,102.27,10.701,10.5784
TOI-1994 b,TOI-1994,Transit,2024,4.0337142,0.0613,13.67495645,7024.0077947,0.341,80.45,2290.0,7700.0,2.3,1.86,-0.01,515.603,10.514,10.428
TOI-2000 b,TOI-2000,Transit,2023,3.09833,0.04271,2.7,11.0,0.0,628.0,1488.0,5611.0,1.134,1.082,0.439,175.713,10.984,10.8542
TOI-2000 c,TOI-2000,Transit,2023,9.127055,0.0878,8.14,81.7,0.063,149.0,1038.0,5611.0,1.134,1.082,0.439,175.713,10.984,10.8542
TOI-2005 b,TOI-2005,Transit,2025,17.305904,0.16,11.99360935,2034.1018048,0.597,80.45,939.0,7130.0,2.02,1.59,0.0,328.475,9.867,9.75967
TOI-2010 b,TOI-2010,Transit,2023,141.834025,0.5516,11.81426566,408.7273314,0.212,4.09,400.2,5929.0,1.079,1.112,0.168,109.19,9.849,9.69568
TOI-2015 b,TOI-2015,Transit,2023,3.348237,0.029322,3.309,9.2,0.0789,13.185,530.9,3297.0,0.3273,0.3041,-0.31,47.3444,16.11,14.176
TOI-2018 b,TOI-2018,Transit,2023,7.435583,0.0688,2.268,9.2,0.0,80.45,939.0,4174.0,0.62,0.57,-0.58,27.9956,10.25,9.71999
TOI-2019 b,TOI-2019,Transit,2024,15.3444,0.128,5.33275337,34.4,0.0,80.45,917.46,5626.0,1.7457,1.1832,0.409,198.007,10.263,10.0769
TOI-2025 b,TOI-2025,Transit,2022,8.8720982,0.0892,11.89272852,1144.1822652,0.394,80.45,1166.0,5977.0,1.459,1.199,0.15,335.985,11.599,11.3637
TOI-2031 A b,TOI-2031 A,Transit,2025,5.71548654,0.066,14.20177855,254.2627256,0.076,567.0,1358.0,6490.0,1.241,1.174,-0.24,276.105,11.254,11.1141
TOI-2046 b,TOI-2046,Transit,2022,1.4971842,0.0688,16.14093221,731.0053361,0.0331,80.45,939.0,6250.0,1.21,1.13,-0.06,289.668,11.552,11.4128
TOI-2048 b,TOI-2048,Transit,2022,13.79019,0.0688,2.61,87.351625,0.13,80.45,939.0,5185.0,0.79,0.83,0.02,116.567,11.431,11.3252
TOI-206 b,TOI-206,Transit,2022,0.7363104,0.0112,1.3,87.351625,0.0331,80.45,910.0,3383.0,0.35,0.35,0.0195,47.7465,14.938,13.6662
TOI-2068 b,TOI-2068,Transit,2024,7.768915,0.0632,1.821,87.351625,0.0331,12.23,520.62,3710.0,0.535,0.559,0.27,52.9328,13.007,12.221
TOI-2076 b,TOI-2076,Transit,2021,10.355235,0.0688,2.39,87.351625,0.0,49.4,738.0,5201.0,0.774,0.883,0.017,41.9091,9.139,8.91028
TOI-2076 c,TOI-2076,Transit,2021,21.015327,0.142,3.69441587,55.0,0.0,80.45,543.16,5192.0,0.796,0.8557,0.02,41.9091,9.139,8.91028
TOI-2076 d,TOI-2076,Transit,2021,35.125686,0.199,3.43087751,29.0,0.0,80.45,457.68,5192.0,0.796,0.8557,0.02,41.9091,9.139,8.91028
TOI-2076 e,TOI-2076,Transit,2025,3.0223445,0.0385,1.355,87.351625,0.0331,80.45,1138.0,5192.0,0.796,0.8557,0.02,41.9091,9.139,8.91028
TOI-2081 b,TOI-2081,Transit,2022,10.50534,0.0752,2.04,87.351625,0.0331,8.1,488.0,3800.0,0.534,0.54,-0.5,62.3446,13.369,12.6594
TOI-2084 b,TOI-2084,Transit,2023,6.0784247,0.05006,2.47,87.351625,0.0331,12.8,527.0,3551.0,0.475,0.453,-0.13,114.549,15.115,14.4096
TOI-2088 b,TOI-2088,Transit,2024,124.72997,0.472,3.6831179,37.0,0.0,80.45,300.33,5081.0,0.8481,0.9027,0.339,126.46,11.638,11.4808
TOI-2093 c,TOI-2093,Transit,2025,53.81149,0.257,2.3,15.8,0.0,80.45,329.0,4426.0,0.729,0.745,-0.08,82.7982,11.925,11.3685
TOI-2095 b,TOI-2095,Transit,2023,17.66484,0.101,1.25,4.1,0.0,3.43,347.0,3759.0,0.44,0.44,-0.24,41.9176,13.19,12.094
TOI-2095 c,TOI-2095,Transit,2023,28.17232,0.137,1.33,7.4,0.0,1.84,297.0,3759.0,0.44,0.44,-0.24,41.9176,13.19,12.094
TOI-2096 b,TOI-2096,Transit,2023,3.1190633,0.025,1.243,87.351625,0.15,9.4,445.0,3300.0,0.235,0.231,-0.03,48.4809,15.92,14.7736
TOI-2096 c,TOI-2096,Transit,2023,6.38784,0.04,1.914,87.351625,0.1,3.7,349.0,3300.0,0.235,0.231,-0.03,48.4809,15.92,14.7736
TOI-2107 b,TOI-2107,Transit,2024,2.4545467,0.03515,13.57407563,263.79757781,0.033,80.45,1397.0,5627.0,0.932,0.961,0.07,236.705,12.0363,11.8642
TOI-2109 b,TOI-2109,Transit,2021,0.67247414,0.01791,15.098497,1595.49860314,0.0331,80.45,3646.0,6540.0,1.698,1.453,0.068,262.041,10.217,10.1138
TOI-2120 b,TOI-2120,Transit,2024,5.7998164,0.0377,2.122,6.8,0.32,3.61,384.0,3131.0,0.245,0.211,0.39,32.1755,15.648,14.1872
TOI-2128 b,TOI-2128,Transit,2024,16.34136,0.127,2.08874836,4.5,0.0,80.45,780.53,5968.0,1.1174,1.0251,-0.07,36.578,7.22142,7.06642
TOI-2134 b,TOI-2134,Transit,2023,9.2292005,0.078,2.69,9.13,0.06,32.0,666.0,4580.0,0.709,0.744,0.12,22.6202,8.933,8.5077
TOI-2134 c,TOI-2134,Transit,2023,95.5,0.371,7.27,41.89,0.67,1.4,306.0,4580.0,0.709,0.744,0.12,22.6202,8.933,8.5077
TOI-2136 b,TOI-2136,Transit,2022,7.851928,0.057,2.19,6.37,0.0,4.0,395.0,3342.0,0.34,0.34,0.03,33.3631,14.32,12.9643
TOI-2141 b,TOI-2141,Transit,2023,18.261608,0.1322,3.147,20.1,0.0331,47.3,728.0,5635.0,0.95,0.896,-0.14,77.682,9.46,9.34408
TOI-2145 b,TOI-2145,Transit,2023,10.261127,0.111,12.41899699,1767.0,0.21,80.45,1363.43,6200.0,2.7505,1.7169,0.285,224.731,9.07,8.93651
TOI-2152 A b,TOI-2152,Transit,2023,3.3773512,0.05064,14.35870428,899.45439181,0.057,80.45,1802.0,6630.0,1.612,1.516,0.282,303.006,11.436,11.2407
TOI-2154 b,TOI-2154,Transit,2023,3.8240801,0.0513,16.28664896,292.40213444,0.117,80.45,1580.0,6280.0,1.396,1.233,0.011,296.46,11.068,11.0359
TOI-2158 b,TOI-2158,Transit,2022,8.60077,0.075,10.76062147,260.61929374,0.07,80.45,1188.0,5673.0,1.41,1.12,0.47,198.473,10.887,10.6718
TOI-216.01,TOI-216,Transit,2019,34.525528,0.0688,10.1,177.98390792,0.0046,80.45,939.0,5596.0,0.748,0.77,0.0195,177.945,12.324,12.1631
TOI-216.02,TOI-216,Transit,2019,17.16073,0.0688,8.0,18.75187601,0.16,80.45,939.0,5596.0,0.748,0.77,0.0195,177.945,12.324,12.1631
TOI-2169 A b,TOI-2169 A,Transit,2025,8.2148282,0.0896,12.50922246,329.58805806,0.045,577.0,1364.0,6270.0,1.82,1.42,0.123,351.487,11.16,10.9562
TOI-2180 b,TOI-2180,Transit,2022,260.79,0.828,11.32107051,875.61726129,0.3683,2.71,348.0,5695.0,1.636,1.111,0.253,116.685,9.162,9.01133
TOI-2184 b,TOI-2184,Transit,2022,6.90683,0.0688,11.39953337,206.58846455,0.08,1429.0,939.0,5966.0,2.9,1.53,0.14,788.317,12.254,11.8482
TOI-2193 A b,TOI-2193 A,Transit,2022,2.1225735,0.03319,19.83989584,298.75870258,0.0,1600.0,1763.0,5966.0,1.248,1.082,0.027,337.064,11.976,11.8135
TOI-2194 b,TOI-2194,Transit,2023,15.337597,0.0688,1.9892,87.351625,0.0331,80.45,590.88,4756.0,0.6909,0.74,-0.372,19.5711,8.42,8.06594
TOI-2196 b,TOI-2196,Transit,2022,1.1947268,0.02234,3.51,26.0,0.0,2000.0,1860.0,5634.0,1.043,1.032,0.14,259.947,12.297,11.8259
TOI-220 b,TOI-220,Transit,2021,10.695264,0.08911,3.03,13.8,0.032,80.45,805.0,5298.0,0.858,0.825,-0.217,90.7402,10.466,10.1897
TOI-2202 b,TOI-2202,Transit,2021,11.9126075,0.0688,10.95117414,287.31687993,0.022,80.45,939.0,5169.0,0.808,0.841,0.059,235.933,13.004,12.7606
TOI-2207 b,TOI-2207,Transit,2022,8.001968,0.0854,11.1529358,203.41018048,0.174,406.0,1259.0,6101.0,1.564,1.296,0.181,373.345,11.316,11.3545
TOI-2211.01,TOI-2211,Transit,2024,3.092686757,0.04011,1.561,87.351625,0.0331,296.13,939.0,5253.0,0.834,0.9,0.0195,70.2932,10.0,9.77392
TOI-2236 b,TOI-2236,Transit,2022,3.5315902,0.05009,14.36991326,502.16888306,0.0,1356.0,1688.0,6248.0,1.573,1.343,0.119,355.59,11.6,11.2905
TOI-2257 b,TOI-2257,Transit,2021,35.189346,0.145,2.194,87.351625,0.496,80.45,256.0,3430.0,0.313,0.328,-0.27,57.7911,15.211,14.1615
TOI-2260 b,TOI-2260,Transit,2022,0.3524728,0.0097,1.62,87.351625,0.0331,80.45,2609.0,5534.0,0.94,0.99,0.22,101.251,10.474,10.2488
TOI-2266 b,TOI-2266,Transit,2024,2.326318,0.02,1.54,87.351625,0.0331,13.0,550.0,3200.0,0.24,0.23,0.0195,51.6004,16.54,14.8319
TOI-2274 b,TOI-2274,Transit,2024,2.67963,0.05,2.45,87.351625,0.0331,80.45,771.46,3943.0,0.631,0.612,0.0195,48.876,11.995,11.2718
TOI-2285 b,TOI-2285,Transit,2021,13.635109,0.0688,1.77,87.351625,0.0331,3.91,358.0,3491.0,0.464,0.454,-0.05,42.409,13.403,12.4314
TOI-2295 b,TOI-2295,Transit,2024,30.033302,0.1992,16.47720163,278.09985612,0.334,80.45,747.0,5730.0,1.459,1.168,0.316,126.279,9.595,9.46138
TOI-2322 b,TOI-2322,Transit,2025,11.30717,0.0924,0.994,2.31,0.0,22.04,603.1,4664.0,0.662,0.703,-0.12,59.861,10.912,10.7489
TOI-2322 c,TOI-2322,Transit,2025,20.225528,0.1362,1.874,18.1,0.0,10.15,496.8,4664.0,0.662,0.703,-0.12,59.861,10.912,10.7489
